Region,city,lng,lat,Contract Start Year_Month,unique ID
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2016-07,14
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2016-08,13
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2016-09,1
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2016-10,1
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2016-12,1
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2017-01,1
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2017-02,5
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2017-03,5
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2017-07,3
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2017-08,15
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2017-09,4
Région Flamande,'s Gravenwezel,4.5556038,51.2624856,2018-01,1
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2016-04,28
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2016-05,31
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2016-06,29
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2016-07,31
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2016-08,26
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2016-09,37
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2016-10,30
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2016-11,29
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2016-12,39
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2017-01,35
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2017-02,33
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2017-03,29
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2017-04,19
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2017-05,26
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2017-06,27
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2017-07,8
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2018-01,7
Région Flamande,'s Herenelderen,5.5030479,50.8064756,2018-02,1
Région Flamande,Aaigem,3.9366909,50.8894174,2016-10,1
Région Flamande,Aalbeke,3.218604632,50.77745545,2016-07,1
Région Flamande,Aalbeke,3.218604632,50.77745545,2016-12,1
Région Flamande,Aalbeke,3.218604632,50.77745545,2017-04,1
Région Flamande,Aalbeke,3.218604632,50.77745545,2017-07,2
Région Flamande,Aalbeke,3.218604632,50.77745545,2018-01,2
Région Flamande,Aalst,4.03964242,50.9429755,2016-04,5
Région Flamande,Aalst,4.03964242,50.9429755,2016-05,15
Région Flamande,Aalst,4.03964242,50.9429755,2016-06,11
Région Flamande,Aalst,4.03964242,50.9429755,2016-07,11
Région Flamande,Aalst,4.03964242,50.9429755,2016-08,9
Région Flamande,Aalst,4.03964242,50.9429755,2016-09,5
Région Flamande,Aalst,4.03964242,50.9429755,2016-10,10
Région Flamande,Aalst,4.03964242,50.9429755,2016-11,11
Région Flamande,Aalst,4.03964242,50.9429755,2016-12,14
Région Flamande,Aalst,4.03964242,50.9429755,2017-01,13
Région Flamande,Aalst,4.03964242,50.9429755,2017-02,9
Région Flamande,Aalst,4.03964242,50.9429755,2017-03,13
Région Flamande,Aalst,4.03964242,50.9429755,2017-04,32
Région Flamande,Aalst,4.03964242,50.9429755,2017-05,18
Région Flamande,Aalst,4.03964242,50.9429755,2017-06,17
Région Flamande,Aalst,4.03964242,50.9429755,2017-07,8
Région Flamande,Aalst,4.03964242,50.9429755,2017-08,9
Région Flamande,Aalst,4.03964242,50.9429755,2017-09,9
Région Flamande,Aalst,4.03964242,50.9429755,2017-10,2
Région Flamande,Aalst,4.03964242,50.9429755,2017-11,4
Région Flamande,Aalst,4.03964242,50.9429755,2017-12,18
Région Flamande,Aalst,4.03964242,50.9429755,2018-01,13
Région Flamande,Aalst,4.03964242,50.9429755,2018-02,7
Région Flamande,Aalst,5.2127604,50.7813901,2016-04,17
Région Flamande,Aalst,5.2127604,50.7813901,2016-05,15
Région Flamande,Aalst,5.2127604,50.7813901,2016-06,19
Région Flamande,Aalst,5.2127604,50.7813901,2016-07,8
Région Flamande,Aalst,5.2127604,50.7813901,2016-08,6
Région Flamande,Aalst,5.2127604,50.7813901,2016-09,20
Région Flamande,Aalst,5.2127604,50.7813901,2016-10,19
Région Flamande,Aalst,5.2127604,50.7813901,2016-11,6
Région Flamande,Aalst,5.2127604,50.7813901,2016-12,5
Région Flamande,Aalst,5.2127604,50.7813901,2017-01,4
Région Flamande,Aalst,5.2127604,50.7813901,2017-02,4
Région Flamande,Aalst,5.2127604,50.7813901,2017-03,5
Région Flamande,Aalst,5.2127604,50.7813901,2017-07,3
Région Flamande,Aalst,5.2127604,50.7813901,2017-08,2
Région Flamande,Aalter,3.417680328,51.088195,2016-09,1
Région Flamande,Aalter,3.417680328,51.088195,2016-11,1
Région Flamande,Aalter,3.417680328,51.088195,2017-02,1
Région Flamande,Aalter,3.417680328,51.088195,2017-03,1
Région Flamande,Aalter,3.417680328,51.088195,2017-05,1
Région Flamande,Aalter,3.417680328,51.088195,2017-11,2
Région Flamande,Aalter,3.417680328,51.088195,2018-01,1
Région Flamande,Aarschot,4.8245687,50.9841594,2016-04,1
Région Flamande,Aarschot,4.8245687,50.9841594,2016-07,1
Région Flamande,Aarschot,4.8245687,50.9841594,2016-10,1
Région Flamande,Aarschot,4.8245687,50.9841594,2017-06,1
Région Flamande,Aarsele,3.41398842,50.9972412,2016-05,2
Région Flamande,Aarsele,3.41398842,50.9972412,2016-09,1
Région Flamande,Aarsele,3.41398842,50.9972412,2016-11,3
Région Flamande,Aarsele,3.41398842,50.9972412,2016-12,1
Région Flamande,Aarsele,3.41398842,50.9972412,2017-01,1
Région Flamande,Aarsele,3.41398842,50.9972412,2017-02,1
Région Flamande,Aarsele,3.41398842,50.9972412,2017-03,1
Région Flamande,Aarsele,3.41398842,50.9972412,2017-04,2
Région Flamande,Aarsele,3.41398842,50.9972412,2017-05,2
Région Flamande,Aarsele,3.41398842,50.9972412,2017-06,1
Région Flamande,Aarsele,3.41398842,50.9972412,2017-07,1
Région Flamande,Aarsele,3.41398842,50.9972412,2017-09,3
Région Flamande,Aarsele,3.41398842,50.9972412,2017-11,2
Région Flamande,Aarsele,3.41398842,50.9972412,2017-12,1
Région Flamande,Aarsele,3.41398842,50.9972412,2018-01,2
Région Flamande,Aartrijke,3.091326555,51.1180002,2017-02,1
Région Flamande,Aartrijke,3.091326555,51.1180002,2017-03,1
Région Flamande,Aartselaar,4.3870241,51.133297,2016-07,2
Région Flamande,Aartselaar,4.3870241,51.133297,2016-08,3
Région Flamande,Aartselaar,4.3870241,51.133297,2016-09,5
Région Flamande,Aartselaar,4.3870241,51.133297,2016-10,5
Région Flamande,Aartselaar,4.3870241,51.133297,2016-11,5
Région Flamande,Aartselaar,4.3870241,51.133297,2016-12,1
Région Flamande,Aartselaar,4.3870241,51.133297,2017-01,9
Région Flamande,Aartselaar,4.3870241,51.133297,2017-02,5
Région Flamande,Aartselaar,4.3870241,51.133297,2017-03,5
Région Flamande,Aartselaar,4.3870241,51.133297,2017-04,1
Région Flamande,Aartselaar,4.3870241,51.133297,2017-07,9
Région Flamande,Aartselaar,4.3870241,51.133297,2017-08,8
Région Flamande,Aartselaar,4.3870241,51.133297,2017-09,21
Région Flamande,Aartselaar,4.3870241,51.133297,2017-10,15
Région Flamande,Aartselaar,4.3870241,51.133297,2017-11,13
Région Flamande,Aartselaar,4.3870241,51.133297,2018-02,1
Région Flamande,Achel,5.479289572,51.2684314,2016-12,1
Région Flamande,Achel,5.479289572,51.2684314,2017-09,1
Région Flamande,Achel,5.479289572,51.2684314,2017-10,5
Région Flamande,Achel,5.479289572,51.2684314,2017-11,1
Région Flamande,Achel,5.479289572,51.2684314,2018-01,3
Région Flamande,Adegem,3.4858471,51.2035291,2017-05,1
Région Flamande,Adegem,3.4858471,51.2035291,2017-08,1
Région Flamande,Adinkerke,2.589602838,51.06926315,2016-06,1
Région Flamande,Adinkerke,2.589602838,51.06926315,2016-07,1
Région Flamande,Affligem,4.1174675,50.9035063,2016-06,1
Région Flamande,Afsnee,3.657541586,51.0299989,2016-09,1
Région Flamande,Afsnee,3.657541586,51.0299989,2016-11,1
Région Flamande,Afsnee,3.657541586,51.0299989,2017-01,1
Région Flamande,Afsnee,3.657541586,51.0299989,2017-08,1
Région Flamande,Afsnee,3.657541586,51.0299989,2018-02,1
Région Flamande,Alken,5.3079873,50.8754731,2016-04,4
Région Flamande,Alken,5.3079873,50.8754731,2016-05,5
Région Flamande,Alken,5.3079873,50.8754731,2016-06,5
Région Flamande,Alken,5.3079873,50.8754731,2016-07,5
Région Flamande,Alken,5.3079873,50.8754731,2016-08,2
Région Flamande,Alsemberg,4.328170341,50.7449476,2016-04,9
Région Flamande,Alsemberg,4.328170341,50.7449476,2016-05,15
Région Flamande,Alsemberg,4.328170341,50.7449476,2016-06,10
Région Flamande,Alsemberg,4.328170341,50.7449476,2016-07,11
Région Flamande,Alsemberg,4.328170341,50.7449476,2016-08,4
Région Flamande,Alsemberg,4.328170341,50.7449476,2016-09,4
Région Flamande,Alveringem,2.72256881,51.01509585,2017-09,1
Région Flamande,Antwerpen,4.3997081,51.2211097,2016-04,59
Région Flamande,Antwerpen,4.3997081,51.2211097,2016-05,77
Région Flamande,Antwerpen,4.3997081,51.2211097,2016-06,82
Région Flamande,Antwerpen,4.3997081,51.2211097,2016-07,57
Région Flamande,Antwerpen,4.3997081,51.2211097,2016-08,51
Région Flamande,Antwerpen,4.3997081,51.2211097,2016-09,48
Région Flamande,Antwerpen,4.3997081,51.2211097,2016-10,39
Région Flamande,Antwerpen,4.3997081,51.2211097,2016-11,33
Région Flamande,Antwerpen,4.3997081,51.2211097,2016-12,23
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-01,19
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-02,27
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-03,27
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-04,19
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-05,21
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-06,47
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-07,58
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-08,48
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-09,65
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-10,50
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-11,44
Région Flamande,Antwerpen,4.3997081,51.2211097,2017-12,33
Région Flamande,Antwerpen,4.3997081,51.2211097,2018-01,42
Région Flamande,Antwerpen,4.3997081,51.2211097,2018-02,17
Région Flamande,Anzegem,3.463734552,50.844003,2016-07,1
Région Flamande,Anzegem,3.463734552,50.844003,2016-09,1
Région Flamande,Anzegem,3.463734552,50.844003,2016-10,2
Région Flamande,Anzegem,3.463734552,50.844003,2016-11,1
Région Flamande,Anzegem,3.463734552,50.844003,2016-12,2
Région Flamande,Anzegem,3.463734552,50.844003,2017-02,2
Région Flamande,Anzegem,3.463734552,50.844003,2017-03,2
Région Flamande,Anzegem,3.463734552,50.844003,2017-04,2
Région Flamande,Anzegem,3.463734552,50.844003,2017-06,1
Région Flamande,Anzegem,3.463734552,50.844003,2017-07,4
Région Flamande,Anzegem,3.463734552,50.844003,2017-08,2
Région Flamande,Anzegem,3.463734552,50.844003,2017-09,2
Région Flamande,Anzegem,3.463734552,50.844003,2017-10,1
Région Flamande,Anzegem,3.463734552,50.844003,2017-12,3
Région Flamande,Anzegem,3.463734552,50.844003,2018-01,2
Région Flamande,Anzegem,3.463734552,50.844003,2018-02,1
Région Flamande,Appels,4.056227545,51.02983825,2016-06,4
Région Flamande,Appels,4.056227545,51.02983825,2016-07,10
Région Flamande,Appels,4.056227545,51.02983825,2016-08,10
Région Flamande,Appels,4.056227545,51.02983825,2016-09,12
Région Flamande,Appels,4.056227545,51.02983825,2016-10,10
Région Flamande,Appels,4.056227545,51.02983825,2016-11,5
Région Flamande,Appels,4.056227545,51.02983825,2016-12,9
Région Flamande,Appels,4.056227545,51.02983825,2017-01,10
Région Flamande,Appels,4.056227545,51.02983825,2017-02,5
Région Flamande,Appels,4.056227545,51.02983825,2017-03,7
Région Flamande,Appels,4.056227545,51.02983825,2017-04,4
Région Flamande,Appels,4.056227545,51.02983825,2017-05,5
Région Flamande,Appels,4.056227545,51.02983825,2017-06,5
Région Flamande,Appels,4.056227545,51.02983825,2017-07,2
Région Flamande,Appels,4.056227545,51.02983825,2017-08,6
Région Flamande,Appels,4.056227545,51.02983825,2017-09,5
Région Flamande,Appels,4.056227545,51.02983825,2017-10,6
Région Flamande,Appels,4.056227545,51.02983825,2017-11,5
Région Flamande,Appels,4.056227545,51.02983825,2017-12,6
Région Flamande,Appels,4.056227545,51.02983825,2018-01,4
Région Flamande,Appels,4.056227545,51.02983825,2018-02,3
Région Flamande,Appelterre-Eichem,3.967326612,50.819114,2016-04,1
Région Flamande,Appelterre-Eichem,3.967326612,50.819114,2016-09,1
Région Flamande,Appelterre-Eichem,3.967326612,50.819114,2016-10,5
Région Flamande,Appelterre-Eichem,3.967326612,50.819114,2016-11,9
Région Flamande,Appelterre-Eichem,3.967326612,50.819114,2016-12,4
Région Flamande,Appelterre-Eichem,3.967326612,50.819114,2017-05,1
Région Flamande,Appelterre-Eichem,3.967326612,50.819114,2017-11,1
Région Flamande,Arendonk,5.0864557,51.3202315,2017-12,1
Région Flamande,Arendonk,5.0864557,51.3202315,2018-01,1
Région Flamande,As,5.572202585,51.0005396,2016-05,2
Région Flamande,As,5.572202585,51.0005396,2016-08,2
Région Flamande,As,5.572202585,51.0005396,2016-10,1
Région Flamande,As,5.572202585,51.0005396,2016-11,4
Région Flamande,As,5.572202585,51.0005396,2016-12,4
Région Flamande,As,5.572202585,51.0005396,2017-04,2
Région Flamande,As,5.572202585,51.0005396,2017-05,2
Région Flamande,As,5.572202585,51.0005396,2017-07,3
Région Flamande,As,5.572202585,51.0005396,2017-08,4
Région Flamande,As,5.572202585,51.0005396,2017-10,1
Région Flamande,Asse,4.180437507,50.913594,2016-04,3
Région Flamande,Asse,4.180437507,50.913594,2016-06,6
Région Flamande,Asse,4.180437507,50.913594,2016-07,20
Région Flamande,Asse,4.180437507,50.913594,2016-08,21
Région Flamande,Asse,4.180437507,50.913594,2016-09,5
Région Flamande,Asse,4.180437507,50.913594,2016-10,8
Région Flamande,Asse,4.180437507,50.913594,2016-11,8
Région Flamande,Asse,4.180437507,50.913594,2016-12,7
Région Flamande,Asse,4.180437507,50.913594,2017-01,3
Région Flamande,Asse,4.180437507,50.913594,2017-02,1
Région Flamande,Asse,4.180437507,50.913594,2017-03,4
Région Flamande,Asse,4.180437507,50.913594,2017-04,4
Région Flamande,Asse,4.180437507,50.913594,2017-05,5
Région Flamande,Asse,4.180437507,50.913594,2017-06,4
Région Flamande,Asse,4.180437507,50.913594,2017-07,10
Région Flamande,Asse,4.180437507,50.913594,2017-08,14
Région Flamande,Asse,4.180437507,50.913594,2017-09,5
Région Flamande,Asse,4.180437507,50.913594,2017-10,2
Région Flamande,Asse,4.180437507,50.913594,2017-11,8
Région Flamande,Asse,4.180437507,50.913594,2017-12,7
Région Flamande,Asse,4.180437507,50.913594,2018-01,6
Région Flamande,Asse,4.180437507,50.913594,2018-02,2
Région Flamande,Assebroek,3.25707854,51.1933202,2016-07,2
Région Flamande,Assebroek,3.25707854,51.1933202,2016-09,1
Région Flamande,Assebroek,3.25707854,51.1933202,2016-10,2
Région Flamande,Assebroek,3.25707854,51.1933202,2016-11,1
Région Flamande,Assebroek,3.25707854,51.1933202,2016-12,4
Région Flamande,Assebroek,3.25707854,51.1933202,2017-01,1
Région Flamande,Assebroek,3.25707854,51.1933202,2017-02,3
Région Flamande,Assebroek,3.25707854,51.1933202,2017-03,2
Région Flamande,Assebroek,3.25707854,51.1933202,2017-04,1
Région Flamande,Assebroek,3.25707854,51.1933202,2017-08,6
Région Flamande,Assebroek,3.25707854,51.1933202,2017-09,6
Région Flamande,Assebroek,3.25707854,51.1933202,2017-10,7
Région Flamande,Assebroek,3.25707854,51.1933202,2017-11,2
Région Flamande,Assebroek,3.25707854,51.1933202,2017-12,2
Région Flamande,Assenede,3.756807666,51.23004155,2017-01,1
Région Flamande,Assenede,3.756807666,51.23004155,2017-11,1
Région Flamande,Astene,3.5628186,50.9845547,2016-04,2
Région Flamande,Astene,3.5628186,50.9845547,2016-08,2
Région Flamande,Astene,3.5628186,50.9845547,2016-11,2
Région Flamande,Astene,3.5628186,50.9845547,2017-03,1
Région Flamande,Astene,3.5628186,50.9845547,2017-06,1
Région Flamande,Astene,3.5628186,50.9845547,2017-07,1
Région Flamande,Astene,3.5628186,50.9845547,2017-12,3
Région Flamande,Astene,3.5628186,50.9845547,2018-01,1
Région Flamande,Avekapelle,2.745771071,51.0631103,2016-10,8
Région Flamande,Avekapelle,2.745771071,51.0631103,2016-11,5
Région Flamande,Avekapelle,2.745771071,51.0631103,2017-06,1
Région Flamande,Avekapelle,2.745771071,51.0631103,2017-09,2
Région Flamande,Avelgem,3.446898531,50.7754997,2016-06,1
Région Flamande,Avelgem,3.446898531,50.7754997,2016-07,3
Région Flamande,Avelgem,3.446898531,50.7754997,2016-12,1
Région Flamande,Avelgem,3.446898531,50.7754997,2017-06,1
Région Flamande,Avelgem,3.446898531,50.7754997,2017-07,2
Région Flamande,Avelgem,3.446898531,50.7754997,2017-09,1
Région Flamande,Avelgem,3.446898531,50.7754997,2017-10,1
Région Flamande,Avelgem,3.446898531,50.7754997,2018-01,2
Région Flamande,Averbode,4.977084579,51.0278406,2016-07,5
Région Flamande,Averbode,4.977084579,51.0278406,2016-08,4
Région Flamande,Averbode,4.977084579,51.0278406,2016-09,1
Région Flamande,Averbode,4.977084579,51.0278406,2016-10,1
Région Flamande,Averbode,4.977084579,51.0278406,2016-12,1
Région Flamande,Averbode,4.977084579,51.0278406,2017-03,1
Région Flamande,Averbode,4.977084579,51.0278406,2017-04,1
Région Flamande,Averbode,4.977084579,51.0278406,2017-05,1
Région Flamande,Averbode,4.977084579,51.0278406,2017-07,4
Région Flamande,Averbode,4.977084579,51.0278406,2017-08,6
Région Flamande,Averbode,4.977084579,51.0278406,2017-09,1
Région Flamande,Averbode,4.977084579,51.0278406,2017-12,1
Région Flamande,Averbode,4.977084579,51.0278406,2018-01,1
Région Flamande,Baaigem,3.721942,50.9309503,2016-06,1
Région Flamande,Baaigem,3.721942,50.9309503,2016-08,2
Région Flamande,Baaigem,3.721942,50.9309503,2016-09,5
Région Flamande,Baaigem,3.721942,50.9309503,2016-11,1
Région Flamande,Baaigem,3.721942,50.9309503,2017-01,1
Région Flamande,Baaigem,3.721942,50.9309503,2017-02,2
Région Flamande,Baaigem,3.721942,50.9309503,2017-03,6
Région Flamande,Baaigem,3.721942,50.9309503,2017-04,1
Région Flamande,Baaigem,3.721942,50.9309503,2017-07,2
Région Flamande,Baaigem,3.721942,50.9309503,2017-10,1
Région Flamande,Baaigem,3.721942,50.9309503,2017-11,3
Région Flamande,Baaigem,3.721942,50.9309503,2018-02,3
Région Flamande,Baal,4.750536766,51.0075269,2016-05,1
Région Flamande,Baal,4.750536766,51.0075269,2016-06,4
Région Flamande,Baal,4.750536766,51.0075269,2016-07,4
Région Flamande,Baal,4.750536766,51.0075269,2016-08,5
Région Flamande,Baardegem,4.140006408,50.9559778,2016-12,4
Région Flamande,Baardegem,4.140006408,50.9559778,2017-01,3
Région Flamande,Baardegem,4.140006408,50.9559778,2017-04,1
Région Flamande,Baardegem,4.140006408,50.9559778,2017-08,1
Région Flamande,Baardegem,4.140006408,50.9559778,2018-02,1
Région Flamande,Balegem,3.7896135,50.9252028,2016-06,1
Région Flamande,Balegem,3.7896135,50.9252028,2016-11,1
Région Flamande,Balegem,3.7896135,50.9252028,2018-01,1
Région Flamande,Balen,5.193773076,51.171804,2016-05,2
Région Flamande,Balen,5.193773076,51.171804,2016-06,7
Région Flamande,Balen,5.193773076,51.171804,2016-07,2
Région Flamande,Balen,5.193773076,51.171804,2017-10,4
Région Flamande,Bassevelde,3.6789952,51.2311917,2016-08,1
Région Flamande,Bassevelde,3.6789952,51.2311917,2016-11,1
Région Flamande,Bassevelde,3.6789952,51.2311917,2017-01,1
Région Flamande,Bavikhove,3.312604484,50.8790473,2016-04,1
Région Flamande,Bavikhove,3.312604484,50.8790473,2016-05,1
Région Flamande,Bavikhove,3.312604484,50.8790473,2016-07,1
Région Flamande,Bavikhove,3.312604484,50.8790473,2016-12,1
Région Flamande,Bavikhove,3.312604484,50.8790473,2017-02,2
Région Flamande,Bavikhove,3.312604484,50.8790473,2017-03,1
Région Flamande,Bavikhove,3.312604484,50.8790473,2017-06,1
Région Flamande,Bavikhove,3.312604484,50.8790473,2017-09,1
Région Flamande,Bavikhove,3.312604484,50.8790473,2017-10,1
Région Flamande,Bavikhove,3.312604484,50.8790473,2017-12,1
Région Flamande,Bazel,4.287384251,51.14685855,2016-07,4
Région Flamande,Bazel,4.287384251,51.14685855,2016-08,5
Région Flamande,Bazel,4.287384251,51.14685855,2016-09,1
Région Flamande,Bazel,4.287384251,51.14685855,2016-10,1
Région Flamande,Bazel,4.287384251,51.14685855,2016-11,2
Région Flamande,Bazel,4.287384251,51.14685855,2017-01,2
Région Flamande,Bazel,4.287384251,51.14685855,2017-04,1
Région Flamande,Bazel,4.287384251,51.14685855,2017-07,4
Région Flamande,Bazel,4.287384251,51.14685855,2017-08,5
Région Flamande,Bazel,4.287384251,51.14685855,2017-09,2
Région Flamande,Bazel,4.287384251,51.14685855,2017-10,1
Région Flamande,Bazel,4.287384251,51.14685855,2017-11,1
Région Flamande,Bazel,4.287384251,51.14685855,2018-01,1
Région Flamande,Beek,5.637817805,51.16613895,2016-04,5
Région Flamande,Beek,5.637817805,51.16613895,2016-05,6
Région Flamande,Beek,5.637817805,51.16613895,2016-06,5
Région Flamande,Beek,5.637817805,51.16613895,2016-07,5
Région Flamande,Beek,5.637817805,51.16613895,2016-08,9
Région Flamande,Beek,5.637817805,51.16613895,2016-09,13
Région Flamande,Beek,5.637817805,51.16613895,2016-10,7
Région Flamande,Beek,5.637817805,51.16613895,2016-11,1
Région Flamande,Beerlegem,3.719796314,50.90267645,2016-08,1
Région Flamande,Beerlegem,3.719796314,50.90267645,2017-01,1
Région Flamande,Beerlegem,3.719796314,50.90267645,2017-02,1
Région Flamande,Beerlegem,3.719796314,50.90267645,2017-10,1
Région Flamande,Beerlegem,3.719796314,50.90267645,2017-11,2
Région Flamande,Beernem,3.31447326,51.12774395,2016-10,1
Région Flamande,Beernem,3.31447326,51.12774395,2016-12,1
Région Flamande,Beernem,3.31447326,51.12774395,2017-05,3
Région Flamande,Beernem,3.31447326,51.12774395,2017-06,4
Région Flamande,Beernem,3.31447326,51.12774395,2017-07,4
Région Flamande,Beernem,3.31447326,51.12774395,2017-10,1
Région Flamande,Beernem,3.31447326,51.12774395,2017-11,3
Région Flamande,Beernem,3.31447326,51.12774395,2018-02,1
Région Flamande,Beerse,4.837570452,51.3134921,2016-09,1
Région Flamande,Beerse,4.837570452,51.3134921,2016-12,1
Région Flamande,Beerse,4.837570452,51.3134921,2017-01,1
Région Flamande,Beerse,4.837570452,51.3134921,2017-02,3
Région Flamande,Beerse,4.837570452,51.3134921,2017-03,5
Région Flamande,Beerse,4.837570452,51.3134921,2017-04,4
Région Flamande,Beerse,4.837570452,51.3134921,2017-05,4
Région Flamande,Beerse,4.837570452,51.3134921,2017-09,1
Région Flamande,Beerse,4.837570452,51.3134921,2017-10,1
Région Flamande,Beerst,2.873227743,51.05367055,2016-05,2
Région Flamande,Beerst,2.873227743,51.05367055,2016-08,1
Région Flamande,Beerst,2.873227743,51.05367055,2016-09,15
Région Flamande,Beerst,2.873227743,51.05367055,2016-10,20
Région Flamande,Beerst,2.873227743,51.05367055,2016-11,17
Région Flamande,Beerst,2.873227743,51.05367055,2016-12,7
Région Flamande,Beerst,2.873227743,51.05367055,2017-01,6
Région Flamande,Beerst,2.873227743,51.05367055,2017-02,1
Région Flamande,Beerst,2.873227743,51.05367055,2017-05,1
Région Flamande,Beerst,2.873227743,51.05367055,2017-07,1
Région Flamande,Beervelde,3.8792625,51.0802144,2016-11,3
Région Flamande,Beervelde,3.8792625,51.0802144,2017-01,1
Région Flamande,Beervelde,3.8792625,51.0802144,2017-05,3
Région Flamande,Beervelde,3.8792625,51.0802144,2017-06,2
Région Flamande,Beervelde,3.8792625,51.0802144,2017-08,1
Région Flamande,Beervelde,3.8792625,51.0802144,2017-11,2
Région Flamande,Beerzel,4.663080741,51.06299735,2016-04,1
Région Flamande,Beerzel,4.663080741,51.06299735,2017-06,1
Région Flamande,Beerzel,4.663080741,51.06299735,2017-09,1
Région Flamande,Bekegem,3.05823224,51.14886485,2016-04,1
Région Flamande,Bekegem,3.05823224,51.14886485,2016-09,1
Région Flamande,Bekegem,3.05823224,51.14886485,2017-04,1
Région Flamande,Bekegem,3.05823224,51.14886485,2018-01,1
Région Flamande,Bellegem,3.2800137,50.7781502,2016-04,2
Région Flamande,Bellegem,3.2800137,50.7781502,2016-05,2
Région Flamande,Bellegem,3.2800137,50.7781502,2016-06,2
Région Flamande,Bellegem,3.2800137,50.7781502,2016-07,6
Région Flamande,Bellegem,3.2800137,50.7781502,2016-09,2
Région Flamande,Bellegem,3.2800137,50.7781502,2016-10,3
Région Flamande,Bellegem,3.2800137,50.7781502,2016-11,2
Région Flamande,Bellegem,3.2800137,50.7781502,2016-12,4
Région Flamande,Bellegem,3.2800137,50.7781502,2017-01,2
Région Flamande,Bellegem,3.2800137,50.7781502,2017-02,2
Région Flamande,Bellegem,3.2800137,50.7781502,2017-03,1
Région Flamande,Bellegem,3.2800137,50.7781502,2017-05,3
Région Flamande,Bellegem,3.2800137,50.7781502,2017-06,3
Région Flamande,Bellegem,3.2800137,50.7781502,2017-07,12
Région Flamande,Bellegem,3.2800137,50.7781502,2017-08,3
Région Flamande,Bellegem,3.2800137,50.7781502,2017-09,4
Région Flamande,Bellegem,3.2800137,50.7781502,2017-10,3
Région Flamande,Bellegem,3.2800137,50.7781502,2017-11,3
Région Flamande,Bellegem,3.2800137,50.7781502,2017-12,5
Région Flamande,Bellegem,3.2800137,50.7781502,2018-01,2
Région Flamande,Bellegem,3.2800137,50.7781502,2018-02,1
Région Flamande,Belsele,4.091775019,51.1570236,2016-08,1
Région Flamande,Belsele,4.091775019,51.1570236,2016-09,5
Région Flamande,Belsele,4.091775019,51.1570236,2016-10,5
Région Flamande,Belsele,4.091775019,51.1570236,2016-11,5
Région Flamande,Berbroek,5.209857666,50.94876395,2017-06,1
Région Flamande,Berchem,3.5082669,50.7903918,2016-04,1
Région Flamande,Berchem,3.5082669,50.7903918,2017-09,1
Région Flamande,Berchem,3.5082669,50.7903918,2017-11,1
Région Flamande,Berchem,4.431702639,51.1918493,2016-04,28
Région Flamande,Berchem,4.431702639,51.1918493,2016-05,26
Région Flamande,Berchem,4.431702639,51.1918493,2016-06,15
Région Flamande,Berchem,4.431702639,51.1918493,2016-07,11
Région Flamande,Berchem,4.431702639,51.1918493,2016-08,2
Région Flamande,Berchem,4.431702639,51.1918493,2016-09,2
Région Flamande,Berchem,4.431702639,51.1918493,2016-10,5
Région Flamande,Berchem,4.431702639,51.1918493,2016-11,6
Région Flamande,Berchem,4.431702639,51.1918493,2016-12,2
Région Flamande,Berchem,4.431702639,51.1918493,2017-01,2
Région Flamande,Berchem,4.431702639,51.1918493,2017-03,3
Région Flamande,Berchem,4.431702639,51.1918493,2017-09,1
