NACE Code,Region,Period,Age_class,Seniority_class,Qty_Z0_Days,Qty_Z1_Days,Qty_Z2_Days,Qty_Z3_Days,Qty_P0_Days,Qty_P1_Days,Qty_P2_Days,Qty_P3_Days,Qty_A1_Days,Qty_A2_Days
0,Unknown,01/01/2016,Unknown,Unknown,7,7,9,86,0,0,0,0,0,0
0,Unknown,01/01/2017,Unknown,Unknown,11,11,0,88,0,0,0,0,0,0
0,Unknown,01/01/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
0,Unknown,01/02/2016,Unknown,Unknown,0,0,12,63,0,0,0,0,0,0
0,Unknown,01/02/2017,Unknown,Unknown,11,11,6,80,0,0,0,0,0,0
0,Unknown,01/02/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
0,Unknown,01/03/2016,Unknown,Unknown,13,13,12,92,0,0,0,0,0,0
0,Unknown,01/03/2017,Unknown,Unknown,1,1,18,92,0,0,0,0,0,0
0,Unknown,01/03/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
0,Unknown,01/04/2016,Unknown,Unknown,4,4,0,86,0,0,0,0,0,0
0,Unknown,01/04/2017,Unknown,Unknown,3,3,16,80,0,0,0,0,0,0
0,Unknown,01/05/2016,Unknown,Unknown,2,2,0,88,0,0,0,0,0,0
0,Unknown,01/05/2017,Unknown,Unknown,3,3,16,88,0,0,0,0,0,0
0,Unknown,01/06/2016,Unknown,Unknown,0,0,0,88,0,0,0,0,0,0
0,Unknown,01/06/2017,Unknown,Unknown,3,3,0,88,0,0,0,0,0,0
0,Unknown,01/07/2016,Unknown,Unknown,3,3,0,84,0,0,0,0,0,0
0,Unknown,01/07/2017,Unknown,Unknown,0,0,0,63,0,0,0,0,0,0
0,Unknown,01/08/2016,Unknown,Unknown,5,5,0,92,0,0,0,0,0,0
0,Unknown,01/08/2017,Unknown,Unknown,0,0,0,69,0,0,0,0,0,0
0,Unknown,01/09/2016,Unknown,Unknown,1,1,0,88,0,0,0,0,0,0
0,Unknown,01/09/2017,Unknown,Unknown,0,0,0,64,0,0,0,0,0,0
0,Unknown,01/10/2016,Unknown,Unknown,1,1,0,86,0,0,0,0,0,0
0,Unknown,01/10/2017,Unknown,Unknown,0,0,0,66,0,0,0,0,0,0
0,Unknown,01/11/2016,Unknown,Unknown,3,3,0,85,0,0,0,0,0,0
0,Unknown,01/11/2017,Unknown,Unknown,15,15,0,66,0,0,0,0,0,0
0,Unknown,01/12/2016,Unknown,Unknown,3,3,0,88,0,0,0,0,0,0
0,Unknown,01/12/2017,Unknown,Unknown,6,6,8,63,0,0,0,0,0,0
10720,Région Wallonne,01/01/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/01/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/01/2018,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/01/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/01/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/02/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/02/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/02/2018,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/02/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/02/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/03/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/03/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/03/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/03/2018,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/03/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/03/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/04/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/04/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/04/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/04/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/05/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/05/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/05/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/05/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/06/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/06/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/06/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/06/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/06/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/07/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/07/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/07/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/07/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/07/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/08/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/08/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/08/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/08/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/08/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/09/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/09/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/09/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/09/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/09/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/09/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/10/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/10/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/10/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/10/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/10/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/11/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/11/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/11/2017,30-40,>6_years,4,4,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/11/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/11/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/12/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/12/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/12/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/12/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
10720,Région Wallonne,01/12/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
10720,Unknown,01/01/2016,Unknown,Unknown,2,2,0,0,0,0,21,0,0,0
10720,Unknown,01/01/2017,Unknown,Unknown,7,7,0,0,0,0,0,0,6,0
10720,Unknown,01/01/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
10720,Unknown,01/02/2016,Unknown,Unknown,1,1,0,0,0,0,15,0,0,0
10720,Unknown,01/02/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,16,4
10720,Unknown,01/02/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
10720,Unknown,01/03/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
10720,Unknown,01/03/2017,Unknown,Unknown,15,15,0,0,0,0,0,0,0,18
10720,Unknown,01/03/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
10720,Unknown,01/04/2016,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
10720,Unknown,01/04/2017,Unknown,Unknown,19,19,3,0,0,0,0,0,0,0
10720,Unknown,01/05/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
10720,Unknown,01/05/2017,Unknown,Unknown,2,2,23,0,0,0,0,0,0,0
10720,Unknown,01/06/2016,Unknown,Unknown,20,20,0,0,0,0,0,0,0,0
10720,Unknown,01/06/2017,Unknown,Unknown,7,7,22,0,0,0,0,0,0,0
10720,Unknown,01/07/2016,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
10720,Unknown,01/07/2017,Unknown,Unknown,7,7,21,0,0,0,0,0,0,0
10720,Unknown,01/08/2016,Unknown,Unknown,14,14,0,0,0,0,0,0,0,0
10720,Unknown,01/08/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
10720,Unknown,01/09/2016,Unknown,Unknown,13,13,12,0,0,0,0,0,0,0
10720,Unknown,01/09/2017,Unknown,Unknown,7,7,0,0,0,0,0,0,0,0
10720,Unknown,01/10/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
10720,Unknown,01/10/2017,Unknown,Unknown,12,12,0,0,0,0,0,0,0,0
10720,Unknown,01/11/2016,Unknown,Unknown,4,4,0,0,0,0,0,0,0,0
10720,Unknown,01/11/2017,Unknown,Unknown,5,5,0,0,0,0,0,0,0,0
10720,Unknown,01/12/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
10720,Unknown,01/12/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2017,30-40,>6_years,10,10,0,22,0,0,0,0,0,0
13960,Région Flamande,01/01/2017,40-50,>6_years,15,15,41,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2017,50+,>6_years,47,47,26,118,0,0,0,0,0,0
13960,Région Flamande,01/01/2018,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/01/2018,50+,>6_years,2,2,0,23,0,0,0,0,0,0
13960,Région Flamande,01/02/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/02/2017,30-40,>6_years,1,1,0,20,0,0,0,0,0,0
13960,Région Flamande,01/02/2017,40-50,>6_years,13,13,40,0,0,0,0,0,0,0
13960,Région Flamande,01/02/2017,50+,>6_years,32,32,31,108,0,0,0,0,0,0
13960,Région Flamande,01/02/2018,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/02/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/02/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/02/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/02/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/02/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/02/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/02/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2017,30-40,>6_years,12,12,0,23,0,0,0,0,0,0
13960,Région Flamande,01/03/2017,40-50,>6_years,20,20,3,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2017,50+,>6_years,61,61,36,125,0,0,0,0,1,0
13960,Région Flamande,01/03/2018,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/03/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/04/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/04/2017,30-40,>6_years,27,27,0,20,0,0,0,0,0,0
13960,Région Flamande,01/04/2017,40-50,>6_years,11,11,0,0,0,0,0,0,0,0
13960,Région Flamande,01/04/2017,50+,>6_years,45,45,48,108,0,0,0,0,0,0
13960,Région Flamande,01/05/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/05/2017,30-40,>6_years,3,3,0,23,0,0,0,0,0,0
13960,Région Flamande,01/05/2017,40-50,>6_years,23,23,0,0,0,0,0,0,0,0
13960,Région Flamande,01/05/2017,50+,>6_years,52,52,38,101,0,0,0,0,0,0
13960,Région Flamande,01/06/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/06/2017,30-40,>6_years,0,0,0,22,0,0,0,0,0,0
13960,Région Flamande,01/06/2017,40-50,>6_years,8,8,0,0,0,0,0,0,0,0
13960,Région Flamande,01/06/2017,50+,>6_years,58,58,50,97,0,0,0,0,0,0
13960,Région Flamande,01/07/2017,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/07/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/07/2017,30-40,>6_years,2,2,0,21,0,0,0,0,0,0
13960,Région Flamande,01/07/2017,40-50,>6_years,8,8,0,0,0,0,0,0,0,0
13960,Région Flamande,01/07/2017,50+,>6_years,12,12,99,91,0,0,0,0,0,0
13960,Région Flamande,01/08/2017,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/08/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/08/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/08/2017,30-40,>6_years,10,10,0,23,0,0,0,0,0,0
13960,Région Flamande,01/08/2017,40-50,>6_years,11,11,0,0,0,0,0,0,0,0
13960,Région Flamande,01/08/2017,50+,>6_years,17,17,103,103,0,0,0,0,0,0
13960,Région Flamande,01/09/2017,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/09/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/09/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/09/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/09/2017,30-40,>6_years,5,5,0,21,0,0,0,0,0,0
13960,Région Flamande,01/09/2017,40-50,>6_years,40,40,7,0,0,0,0,0,0,0
13960,Région Flamande,01/09/2017,50+,>6_years,45,45,69,92,0,0,0,0,0,0
13960,Région Flamande,01/10/2017,20-25,<6_years,3,3,0,0,0,0,0,0,0,0
13960,Région Flamande,01/10/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/10/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/10/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/10/2017,30-40,>6_years,11,11,0,22,0,0,0,0,0,0
13960,Région Flamande,01/10/2017,40-50,>6_years,18,18,30,0,0,0,0,0,0,0
13960,Région Flamande,01/10/2017,50+,>6_years,60,60,45,106,0,0,0,0,0,0
13960,Région Flamande,01/11/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/11/2016,30-40,>6_years,3,3,0,22,0,0,0,0,0,0
13960,Région Flamande,01/11/2016,40-50,>6_years,22,22,6,0,0,0,0,0,0,0
13960,Région Flamande,01/11/2016,50+,>6_years,10,10,22,135,0,0,0,0,0,0
13960,Région Flamande,01/11/2017,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/11/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/11/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/11/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/11/2017,30-40,>6_years,7,7,0,22,0,0,0,0,0,0
13960,Région Flamande,01/11/2017,40-50,>6_years,17,17,44,0,0,0,0,0,0,0
13960,Région Flamande,01/11/2017,50+,>6_years,42,42,47,110,0,0,0,0,0,0
13960,Région Flamande,01/12/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/12/2016,30-40,>6_years,5,5,0,22,0,0,0,0,0,0
13960,Région Flamande,01/12/2016,40-50,>6_years,34,34,20,0,0,0,0,0,0,0
13960,Région Flamande,01/12/2016,50+,>6_years,28,28,22,130,0,0,0,0,13,0
13960,Région Flamande,01/12/2017,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/12/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/12/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/12/2017,30-40,<6_years,0,2,0,0,0,0,0,0,0,0
13960,Région Flamande,01/12/2017,30-40,>6_years,7,7,0,21,0,0,0,0,0,0
13960,Région Flamande,01/12/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Région Flamande,01/12/2017,40-50,>6_years,0,0,42,0,0,0,0,0,0,0
13960,Région Flamande,01/12/2017,50+,>6_years,45,45,41,103,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/01/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/01/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/02/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/02/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/03/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/03/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/04/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/05/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/06/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/07/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/08/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/09/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/10/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/11/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/11/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/12/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Région de Bruxelles-Capitale,01/12/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/01/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/01/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/01/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/02/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/02/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/02/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/03/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/03/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/03/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/04/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/05/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/06/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/07/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/08/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/09/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/10/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/11/2016,40-50,>6_years,3,3,0,0,0,0,0,0,0,0
13960,Unknown,01/11/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
13960,Unknown,01/12/2016,40-50,>6_years,2,2,0,0,0,0,0,0,0,0
13960,Unknown,01/12/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/01/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/01/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/01/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/01/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/01/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/01/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/01/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/01/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/01/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/02/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/02/2017,30-40,>6_years,3,3,0,0,0,0,0,0,0,0
18120,Région Flamande,01/02/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/02/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/02/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/02/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/02/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/02/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/02/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2017,25-30,>6_years,3,3,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/03/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/04/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/04/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/04/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/04/2017,40-50,>6_years,0,3,0,0,0,0,0,0,0,0
18120,Région Flamande,01/04/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/05/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/05/2017,25-30,>6_years,10,10,0,0,0,0,0,0,0,0
18120,Région Flamande,01/05/2017,30-40,>6_years,2,4,0,0,0,0,0,0,0,0
18120,Région Flamande,01/05/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/05/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/06/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/06/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/06/2017,30-40,>6_years,2,2,0,0,0,0,0,0,0,0
18120,Région Flamande,01/06/2017,40-50,>6_years,9,12,0,0,0,0,0,0,0,0
18120,Région Flamande,01/06/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/07/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/07/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/07/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/07/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/07/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/07/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/08/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/08/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/08/2017,30-40,>6_years,3,3,0,0,0,0,0,0,0,0
18120,Région Flamande,01/08/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/08/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
